"","Country","Lat","Long","date","val"
"13555","Qatar",25.3548,51.1839,2020-02-21,0
"13556","Ecuador",-1.8312,-78.1834,2020-02-21,0
"13557","Azerbaijan",40.1431,47.5769,2020-02-21,0
"13558","Armenia",40.0691,45.0382,2020-02-21,0
"13559","Dominican Republic",18.7357,-70.1627,2020-02-21,0
"13560","Indonesia",-0.7893,113.9213,2020-02-21,0
"13561","Portugal",39.3999,-8.2245,2020-02-21,0
"13562","Andorra",42.5063,1.5218,2020-02-21,0
"13563","Australia",-41.4545,145.9707,2020-02-21,0
"13564","Latvia",56.8796,24.6032,2020-02-21,0
"13565","Morocco",31.7917,-7.0926,2020-02-21,0
"13566","Saudi Arabia",24,45,2020-02-21,0
"13567","Senegal",14.4974,-14.4524,2020-02-21,0
"13568","Argentina",-38.4161,-63.6167,2020-02-21,0
"13569","Chile",-35.6751,-71.543,2020-02-21,0
"13570","Jordan",31.24,36.51,2020-02-21,0
"13571","Ukraine",48.3794,31.1656,2020-02-21,0
"13572","Hungary",47.1625,19.5033,2020-02-21,0
"13573","Australia",-12.4634,130.8456,2020-02-21,0
"13574","Liechtenstein",47.14,9.55,2020-02-21,0
"13575","Poland",51.9194,19.1451,2020-02-21,0
"13576","Tunisia",34,9,2020-02-21,0
"13577","Bosnia and Herzegovina",43.9159,17.6791,2020-02-21,0
"13578","Slovenia",46.1512,14.9955,2020-02-21,0
"13579","South Africa",-30.5595,22.9375,2020-02-21,0
"13580","Bhutan",27.5142,90.4336,2020-02-21,0
"13581","Cameroon",3.848,11.5021,2020-02-21,0
"13582","Colombia",4.5709,-74.2973,2020-02-21,0
"13583","Costa Rica",9.7489,-83.7534,2020-02-21,0
"13584","Peru",-9.19,-75.0152,2020-02-21,0
"13585","Serbia",44.0165,21.0059,2020-02-21,0
"13586","Slovakia",48.669,19.699,2020-02-21,0
"13587","Togo",8.6195,0.8248,2020-02-21,0
"13588","Malta",35.9375,14.3754,2020-02-21,0
"13589","Martinique",14.6415,-61.0242,2020-02-21,0
"13590","Bulgaria",42.7339,25.4858,2020-02-21,0
"13591","Maldives",3.2028,73.2207,2020-02-21,0
"13592","Bangladesh",23.685,90.3563,2020-02-21,0
"13593","Paraguay",-23.4425,-58.4438,2020-02-21,0
"13594","Canada",51.2538,-85.3232,2020-02-21,3
"13595","Canada",53.9333,-116.5765,2020-02-21,0
"13596","Canada",52.9399,-73.5491,2020-02-21,0
"13597","Albania",41.1533,20.1683,2020-02-21,0
"13598","Cyprus",35.1264,33.4299,2020-02-21,0
"13599","Brunei",4.5353,114.7277,2020-02-21,0
"13600","US",47.4009,-121.4905,2020-02-21,0
"13601","US",42.1657,-74.9481,2020-02-21,0
"13602","US",36.1162,-119.6816,2020-02-21,0
"13603","US",42.2302,-71.5301,2020-02-21,0
"13604","US",35.4437,139.638,2020-02-21,0
"13605","US",37.6489,-122.6655,2020-02-21,0
"13606","US",33.0406,-83.6431,2020-02-21,0
"13607","US",39.0598,-105.3111,2020-02-21,0
"13608","US",27.7663,-81.6868,2020-02-21,0
"13609","US",40.2989,-74.521,2020-02-21,0
"13610","US",44.572,-122.0709,2020-02-21,0
"13611","US",31.0545,-97.5635,2020-02-21,0
"13612","US",40.3495,-88.9861,2020-02-21,0
"13613","US",40.5908,-77.2098,2020-02-21,0
"13614","US",42.0115,-93.2105,2020-02-21,0
"13615","US",39.0639,-76.8021,2020-02-21,0
"13616","US",35.6301,-79.8064,2020-02-21,0
"13617","US",33.8569,-80.945,2020-02-21,0
"13618","US",35.7478,-86.6923,2020-02-21,0
"13619","US",37.7693,-78.17,2020-02-21,0
"13620","US",33.7298,-111.4312,2020-02-21,0
"13621","US",39.8494,-86.2583,2020-02-21,0
"13622","US",37.6681,-84.6701,2020-02-21,0
"13623","US",38.8974,-77.0268,2020-02-21,0
"13624","US",38.3135,-117.0554,2020-02-21,0
"13625","US",43.4525,-71.5639,2020-02-21,0
"13626","US",45.6945,-93.9002,2020-02-21,0
"13627","US",41.1254,-98.2681,2020-02-21,0
"13628","US",40.3888,-82.7649,2020-02-21,0
"13629","US",41.6809,-71.5118,2020-02-21,0
"13630","US",44.2685,-89.6165,2020-02-21,0
"13631","US",41.5978,-72.7554,2020-02-21,0
"13632","US",21.0943,-157.4983,2020-02-21,0
"13633","US",35.5653,-96.9289,2020-02-21,0
"13634","US",40.15,-111.8624,2020-02-21,0
"13635","Burkina Faso",12.2383,-1.5616,2020-02-21,0
"13636","Holy See",41.9029,12.4534,2020-02-21,0
"13637","Mongolia",46.8625,103.8467,2020-02-21,0
"13638","Panama",8.538,-80.7821,2020-02-21,0
"13639","US",38.5266,-96.7265,2020-02-21,0
"13640","US",31.1695,-91.8678,2020-02-21,0
"13641","US",38.4561,-92.2884,2020-02-21,0
"13642","US",44.0459,-72.7107,2020-02-21,0
"13643","US",61.3707,-152.4044,2020-02-21,0
"13644","US",34.9697,-92.3731,2020-02-21,0
"13645","US",39.3185,-75.5071,2020-02-21,0
"13646","US",44.2405,-114.4788,2020-02-21,0
"13647","US",44.6939,-69.3819,2020-02-21,0
"13648","US",43.3266,-84.5361,2020-02-21,0
"13649","US",32.7416,-89.6787,2020-02-21,0
"13650","US",46.9219,-110.4544,2020-02-21,0
"13651","US",34.8405,-106.2485,2020-02-21,0
"13652","US",47.5289,-99.784,2020-02-21,0
"13653","US",44.2998,-99.4388,2020-02-21,0
"13654","US",38.4912,-80.9545,2020-02-21,0
"13655","US",42.756,-107.3025,2020-02-21,0
"13656","China",30.9756,112.2707,2020-02-21,62662
"13657","Iran",32,53,2020-02-21,18
"13658","Korea, South",36,128,2020-02-21,204
"13659","France",46.2276,2.2137,2020-02-21,12
"13660","China",23.3417,113.4244,2020-02-21,1333
"13661","China",33.882,113.614,2020-02-21,1267
"13662","China",29.1832,120.0934,2020-02-21,1203
"13663","China",27.6104,111.7088,2020-02-21,1011
"13664","China",31.8257,117.2264,2020-02-21,988
"13665","China",27.614,115.7221,2020-02-21,934
"13666","China",36.3427,118.1498,2020-02-21,749
"13667","Cruise Ship",35.4437,139.638,2020-02-21,634
"13668","China",32.9711,119.455,2020-02-21,631
"13669","China",30.0572,107.874,2020-02-21,572
"13670","China",30.6171,102.7103,2020-02-21,525
"13671","China",47.862,127.7615,2020-02-21,479
"13672","Denmark",56.2639,9.5018,2020-02-21,0
"13673","China",40.1824,116.4142,2020-02-21,396
"13674","China",31.202,121.4491,2020-02-21,334
"13675","China",39.549,116.1306,2020-02-21,308
"13676","China",26.0789,117.9874,2020-02-21,293
"13677","China",23.8298,108.7881,2020-02-21,246
"13678","China",35.1917,108.8701,2020-02-21,245
"13679","China",24.974,101.487,2020-02-21,174
"13680","China",19.1959,109.7453,2020-02-21,168
"13681","China",26.8154,106.8748,2020-02-21,146
"13682","China",39.3054,117.323,2020-02-21,132
"13683","China",37.5777,112.2922,2020-02-21,132
"13684","China",37.8099,101.0583,2020-02-21,91
"13685","China",22.3,114.2,2020-02-21,68
"13686","China",41.2956,122.6085,2020-02-21,121
"13687","China",43.6661,126.1923,2020-02-21,91
"13688","Czechia",49.8175,15.473,2020-02-21,0
"13689","China",41.1129,85.2401,2020-02-21,76
"13690","China",44.0935,113.9448,2020-02-21,75
"13691","China",37.2692,106.1655,2020-02-21,71
"13692","Taiwan*",23.7,121,2020-02-21,26
"13693","Vietnam",16,108,2020-02-21,16
"13694","Russia",60,90,2020-02-21,2
"13695","China",35.7452,95.9956,2020-02-21,18
"13696","China",22.1667,113.55,2020-02-21,10
"13697","Moldova",47.4116,28.3699,2020-02-21,0
"13698","Bolivia",-16.2902,-63.5887,2020-02-21,0
"13699","Denmark",61.8926,-6.9118,2020-02-21,0
"13700","France",18.0708,-63.0501,2020-02-21,0
"13701","Honduras",15.2,-86.2419,2020-02-21,0
"13702","United Kingdom",49.3723,-2.3644,2020-02-21,0
"13703","Canada",46.5653,-66.4619,2020-02-21,0
"13704","China",31.6927,88.0924,2020-02-21,1
"13705","Congo (Kinshasa)",-4.0383,21.7587,2020-02-21,0
"13706","Cote d'Ivoire",7.54,-5.5471,2020-02-21,0
"13707","France",17.9,-62.8333,2020-02-21,0
"13708","Jamaica",18.1096,-77.2975,2020-02-21,0
"13709","Reunion",-21.1151,55.5364,2020-02-21,0
"13710","Turkey",38.9637,35.2433,2020-02-21,0
"13711","United Kingdom",36.1408,-5.3536,2020-02-21,0
"13712","US",47.6477,-122.6413,2020-02-21,0
"13713","US",38.3105,-121.9018,2020-02-21,0
"13714","US",37.0454,-121.958,2020-02-21,0
"13715","US",38.5025,-122.2654,2020-02-21,0
"13716","US",34.3705,-119.1391,2020-02-21,0
"13717","US",42.4097,-71.8571,2020-02-21,0
"13718","US",33.9191,-84.0167,2020-02-21,0
"13719","US",33.7956,-84.2279,2020-02-21,0
"13720","US",37.5455,-82.7779,2020-02-21,0
"13721","US",33.4502,-84.4803,2020-02-21,0
"13722","US",32.4893,-94.8521,2020-02-21,0
"13723","US",40.2589,-74.124,2020-02-21,0
"13724","US",40.0712,-74.8649,2020-02-21,0
"13725","US",39.9259,-75.1196,2020-02-21,0
"13726","US",40.8568,-74.1285,2020-02-21,0
"13727","US",40.6976,-74.2632,2020-02-21,0
"13728","US",39.6553,-106.8287,2020-02-21,0
"13729","US",40.6956,-105.5943,2020-02-21,0
"13730","US",39.6203,-104.3326,2020-02-21,0
"13731","US",38.5458,-106.9253,2020-02-21,0
"13732","US",41.9879,-88.4016,2020-02-21,0
"13733","US",41.0458,-75.2479,2020-02-21,0
"13734","US",39.9526,-75.1652,2020-02-21,0
"13735","US",36.8508,-76.2859,2020-02-21,0
"13736","US",38.8816,-77.091,2020-02-21,0
"13737","US",38.2042,-77.6078,2020-02-21,0
"13738","US",39.0768,-77.6536,2020-02-21,0
"13739","US",38.7849,-76.8721,2020-02-21,0
"13740","US",41.3912,-95.4778,2020-02-21,0
"13741","US",34.2465,-80.607,2020-02-21,0
"13742","US",32.0575,-111.6661,2020-02-21,0
"13743","US",41.4277,-85.355,2020-02-21,0
"13744","US",39.8522,-77.2865,2020-02-21,0
"13745","US",40.0106,-86.4997,2020-02-21,0
"13746","US",43.0186,-89.5498,2020-02-21,0
"13747","US",44.7509,-92.3814,2020-02-21,0
"13748","US",41.4339,-81.6758,2020-02-21,0
"13749","US",41.2603,-111.9522,2020-02-21,0
"13750","US",43.0279,-73.135,2020-02-21,0
"13751","US",44.8254,-93.7842,2020-02-21,0
"13752","US",26.8946,-81.9098,2020-02-21,0
"13753","US",34.2515,-84.4803,2020-02-21,0
"13754","US",33.1795,-96.493,2020-02-21,0
"13755","US",38.1938,-85.6435,2020-02-21,0
"13756","US",29.6499,-90.1121,2020-02-21,0
"13757","US",40.7909,-121.8474,2020-02-21,0
"13758","US",34.8606,-81.9535,2020-02-21,0
"13759","US",38.4333,-84.3542,2020-02-21,0
"13760","US",41.6699,-91.5984,2020-02-21,0
"13761","US",42.3118,-73.1822,2020-02-21,0
"13762","US",36.1343,-86.822,2020-02-21,0
"13763","US",43.1261,-123.2492,2020-02-21,0
"13764","US",36.9859,-119.2321,2020-02-21,0
"13765","US",39.5839,-76.3637,2020-02-21,0
"13766","US",39.8065,-86.5401,2020-02-21,0
"13767","US",40.7453,-74.0535,2020-02-21,0
"13768","US",38.8454,-94.8521,2020-02-21,0
"13769","US",47.175,-120.9319,2020-02-21,0
"13770","US",27.4799,-82.3452,2020-02-21,0
"13771","US",44.8446,-122.5927,2020-02-21,0
"13772","US",30.5773,-86.6611,2020-02-21,0
"13773","US",34.0132,-85.1479,2020-02-21,0
"13774","US",33.9533,-117.3961,2020-02-21,0
"13775","US",35.1269,-89.9253,2020-02-21,0
"13776","US",38.6103,-90.4125,2020-02-21,0
"13777","US",40.9849,-72.6151,2020-02-21,0
"13778","US",41.8586,-74.3118,2020-02-21,0
"13779","US",29.028,-81.0755,2020-02-21,0
"13780","US",38.9085,-77.2405,2020-02-21,0
"13781","US",42.9931,-71.0498,2020-02-21,0
"13782","US",38.9072,-77.0369,2020-02-21,0
"13783","US",40.229,-75.3879,2020-02-21,0
"13784","US",37.6017,-121.7195,2020-02-21,0
"13785","US",26.1901,-80.3659,2020-02-21,0
"13786","US",26.663,-81.9535,2020-02-21,0
"13787","US",32.8162,-111.2845,2020-02-21,0
"13788","US",41.1489,-73.983,2020-02-21,0
"13789","US",43.0324,-73.936,2020-02-21,0
"13790","US",32.7957,-79.7848,2020-02-21,0
"13791","US",45.7466,-122.5194,2020-02-21,0
"13792","US",33.8999,-84.5641,2020-02-21,0
"13793","US",40.9629,-112.0953,2020-02-21,0
"13794","US",38.9108,-104.4723,2020-02-21,0
"13795","US",21.307,-157.8584,2020-02-21,0
"13796","US",42.3345,-122.7647,2020-02-21,0
"13797","US",47.7425,-123.304,2020-02-21,0
"13798","US",34.3672,-80.5883,2020-02-21,0
"13799","US",42.6953,-121.6142,2020-02-21,0
"13800","US",37.2519,-119.6963,2020-02-21,0
"13801","US",47.0676,-122.1295,2020-02-21,0
"13802","US",36.1593,-95.941,2020-02-21,0
"13803","US",39.2587,-104.9389,2020-02-21,0
"13804","US",41.8882,-71.4774,2020-02-21,0
"13805","US",35.7211,-79.1781,2020-02-21,0
"13806","US",39.9078,-75.3879,2020-02-21,0
"13807","US",41.3148,-96.1951,2020-02-21,0
"13808","US",38.0606,-84.4803,2020-02-21,0
"13809","US",39.8362,-86.1752,2020-02-21,0
"13810","US",42.4672,-71.2874,2020-02-21,0
"13811","US",40.6546,-73.5594,2020-02-21,0
"13812","US",44.9964,-93.0616,2020-02-21,0
"13813","US",40.5608,-119.6035,2020-02-21,0
"13814","US",41.6739,-75.2479,2020-02-21,0
"13815","US",38.7646,-121.9018,2020-02-21,0
"13816","US",37.3541,-121.9552,2020-02-21,2
"13817","US",36.0796,-115.094,2020-02-21,0
"13818","US",29.5693,-95.8143,2020-02-21,0
"13819","US",47.1981,-119.3732,2020-02-21,0
"13820","US",30.769,-86.9824,2020-02-21,0
"13821","US",35.9179,-86.8622,2020-02-21,0
"13822","US",40.7128,-74.006,2020-02-21,0
"13823","US",39.1547,-77.2405,2020-02-21,0
"13824","US",42.3601,-71.0589,2020-02-21,1
"13825","US",39.7392,-104.9903,2020-02-21,0
"13826","US",39.5912,-106.064,2020-02-21,0
"13827","US",40.9263,-74.077,2020-02-21,0
"13828","US",29.7752,-95.3103,2020-02-21,0
"13829","US",37.7749,-122.4194,2020-02-21,0
"13830","US",37.8534,-121.9018,2020-02-21,0
"13831","US",33.7879,-117.8531,2020-02-21,1
"13832","US",42.1767,-71.1449,2020-02-21,0
"13833","US",33.2918,-112.4291,2020-02-21,1
"13834","US",35.8032,-78.5661,2020-02-21,0
"13835","US",41.122,-73.7949,2020-02-21,0
"13836","US",43.9088,-71.826,2020-02-21,0
"13837","US",27.9904,-82.3018,2020-02-21,0
"13838","US",39.0916,-120.8039,2020-02-21,0
"13839","US",37.563,-122.3255,2020-02-21,0
"13840","US",38.578,-122.9888,2020-02-21,0
"13841","US",45.775,-118.7606,2020-02-21,0
"13842","US",33.8034,-84.3963,2020-02-21,0
"13843","US",45.547,-123.1386,2020-02-21,0
"13844","US",48.033,-121.8339,2020-02-21,0
"13845","US",40.745,-123.8695,2020-02-21,1
"13846","US",38.4747,-121.3542,2020-02-21,1
"13847","US",32.7157,-117.1611,2020-02-21,2
"13848","US",36.5761,-120.9876,2020-02-21,2
"13849","US",34.0522,-118.2437,2020-02-21,1
"13850","US",47.6062,-122.3321,2020-02-21,1
"13851","US",41.7377,-87.6976,2020-02-21,2
"13852","US",48.4242,-121.7114,2020-02-21,0
"13853","US",46.8646,-122.7696,2020-02-21,0
"13854","US",48.1976,-122.5795,2020-02-21,0
"13855","US",48.8787,-121.9719,2020-02-21,0
"13856","US",38.0834,-122.7633,2020-02-21,0
"13857","US",38.196,-120.6805,2020-02-21,0
"13858","US",37.5091,-120.9876,2020-02-21,0
"13859","US",36.6066,-120.189,2020-02-21,0
"13860","US",42.632,-70.7829,2020-02-21,0
"13861","US",30.7917,-82.0843,2020-02-21,0
"13862","US",26.07,-81.4279,2020-02-21,0
"13863","US",27.8764,-82.7779,2020-02-21,0
"13864","US",29.7938,-82.4944,2020-02-21,0
"13865","US",30.5927,-81.8224,2020-02-21,0
"13866","US",28.3232,-82.4319,2020-02-21,0
"13867","US",32.7767,-96.797,2020-02-21,0
"13868","US",32.7732,-97.3517,2020-02-21,0
"13869","US",30.3883,-95.6963,2020-02-21,0
"13870","US",40.5726,-74.4927,2020-02-21,0
"13871","US",39.58,-105.2663,2020-02-21,0
"13872","US",45.5146,-122.5863,2020-02-21,0
"13873","US",44.9267,-123.4919,2020-02-21,0
"13874","US",43.8325,-121.2617,2020-02-21,0
"13875","US",42.3334,-88.2668,2020-02-21,0
"13876","US",42.3689,-87.8272,2020-02-21,0
"13877","US",40.4108,-75.2479,2020-02-21,0
"13878","US",37.7772,-77.5161,2020-02-21,0
"13879","US",34.7253,-80.6771,2020-02-21,0
"13880","US",36.4933,-82.3452,2020-02-21,0
"13881","US",39.4638,-86.1345,2020-02-21,0
"13882","US",40.4483,-86.1345,2020-02-21,0
"13883","US",41.6228,-86.3377,2020-02-21,0
"13884","US",42.6712,-97.8722,2020-02-21,0
"13885","US",40.8685,-81.2519,2020-02-21,0
"13886","US",45.3293,-93.2197,2020-02-21,0
"13887","US",43.9952,-92.3814,2020-02-21,0
"13888","US",40.8298,-110.9984,2020-02-21,0
"13889","US",41.256,-73.3709,2020-02-21,0
"13890","US",41.7866,-73.2765,2020-02-21,0
"13891","US",29.9511,-90.0715,2020-02-21,0
"13892","US",43.8901,-102.2548,2020-02-21,0
"13893","US",44.4797,-98.2213,2020-02-21,0
"13894","US",43.0985,-98.3965,2020-02-21,0
"13895","US",43.7242,-98.2213,2020-02-21,0
"13896","US",43.6632,-96.8351,2020-02-21,0
"13897","US",42.9815,-97.8722,2020-02-21,0
"13898","US",33.8837,-106.7235,2020-02-21,0
"13899","US",35.0178,-106.6291,2020-02-21,0
"13900","US",42.5922,-83.3362,2020-02-21,0
"13901","US",42.2791,-83.3362,2020-02-21,0
"13902","US",39.5393,-75.6674,2020-02-21,0
"13903","Cuba",22,-80,2020-02-21,0
"13904","Guyana",5,-58.75,2020-02-21,0
"13905","Australia",-35.4735,149.0124,2020-02-21,0
"13906","United Kingdom",55.3781,-3.436,2020-02-21,9
"13907","Kazakhstan",48.0196,66.9237,2020-02-21,0
"13908","France",-17.6797,149.4068,2020-02-21,0
"13909","Cayman Islands",19.3133,-81.2546,2020-02-21,0
"13910","Guadeloupe",16.265,-61.551,2020-02-21,0
"13911","Canada",53.7609,-98.8139,2020-02-21,0
"13912","Canada",52.9399,-106.4509,2020-02-21,0
"13913","Ethiopia",9.145,40.4897,2020-02-21,0
"13914","Sudan",12.8628,30.2176,2020-02-21,0
"13915","Guinea",9.9456,-9.6966,2020-02-21,0
"13916","Aruba",12.5211,-69.9683,2020-02-21,0
"13917","Canada",37.6489,-122.6655,2020-02-21,0
"13918","Kenya",-0.0236,37.9062,2020-02-21,0
"13919","Antigua and Barbuda",17.0608,-61.7964,2020-02-21,0
"13920","US",32.3182,-86.9023,2020-02-21,0
"13921","Uruguay",-32.5228,-55.7658,2020-02-21,0
"13922","Ghana",7.9465,-1.0232,2020-02-21,0
"13923","US",18.2208,-66.5901,2020-02-21,0
"13924","Jersey",49.19,-2.11,2020-02-21,0
"13925","Namibia",-22.9576,18.4904,2020-02-21,0
"13926","Seychelles",-4.6796,55.492,2020-02-21,0
"13927","Trinidad and Tobago",10.6918,-61.2225,2020-02-21,0
"13928","Venezuela",6.4238,-66.5897,2020-02-21,0
"13929","Curacao",12.1696,-68.99,2020-02-21,0
"13930","Eswatini",-26.5225,31.4659,2020-02-21,0
"13931","Gabon",-0.8037,11.6094,2020-02-21,0
"13932","Guatemala",15.7835,-90.2308,2020-02-21,0
"13933","Guernsey",49.45,-2.58,2020-02-21,0
"13934","Mauritania",21.0079,10.9408,2020-02-21,0
"13935","Rwanda",-1.9403,29.8739,2020-02-21,0
"13936","Saint Lucia",13.9094,-60.9789,2020-02-21,0
"13937","Saint Vincent and the Grenadines",12.9843,-61.2872,2020-02-21,0
"13938","Suriname",3.9193,-56.0278,2020-02-21,0
"13939","US",18.3358,-64.8963,2020-02-21,0
"13940","occupied Palestinian territory",31.9522,35.2332,2020-02-21,0
"13941","France",3.9339,-53.1258,2020-02-21,0
"13942","US",13.4443,144.7937,2020-02-21,0
"13943","Kosovo",42.6026,20.903,2020-02-21,0
"13944","Canada",53.1355,-57.6604,2020-02-21,0
"13945","Canada",46.5107,-63.4168,2020-02-21,0
"13946","Central African Republic",6.6111,20.9394,2020-02-21,0
"13947","Congo (Brazzaville)",-4.0383,21.7587,2020-02-21,0
"13948","Equatorial Guinea",1.5,10,2020-02-21,0
"13949","France",-12.8275,45.1662,2020-02-21,0
"13950","Uzbekistan",41.3775,64.5853,2020-02-21,0
"13951","Thailand",15,101,2020-02-22,35
"13952","Japan",36,138,2020-02-22,122
"13953","Singapore",1.2833,103.8333,2020-02-22,85
"13954","Nepal",28.1667,84.25,2020-02-22,1
"13955","Malaysia",2.5,112.5,2020-02-22,22
"13956","Canada",49.2827,-123.1207,2020-02-22,6
"13957","Australia",-33.8688,151.2093,2020-02-22,4
"13958","Australia",-37.8136,144.9631,2020-02-22,4
"13959","Australia",-28.0167,153.4,2020-02-22,5
"13960","Cambodia",11.55,104.9167,2020-02-22,1
"13961","Sri Lanka",7,81,2020-02-22,1
"13962","Germany",51,9,2020-02-22,16
"13963","Finland",64,26,2020-02-22,1
"13964","United Arab Emirates",24,54,2020-02-22,13
"13965","Philippines",13,122,2020-02-22,3
"13966","India",21,78,2020-02-22,3
"13967","Italy",43,12,2020-02-22,62
"13968","Sweden",63,16,2020-02-22,1
"13969","Spain",40,-4,2020-02-22,2
"13970","Australia",-34.9285,138.6007,2020-02-22,2
"13971","Belgium",50.8333,4,2020-02-22,1
"13972","Egypt",26,30,2020-02-22,1
"13973","Australia",35.4437,139.638,2020-02-22,7
"13974","Lebanon",33.8547,35.8623,2020-02-22,1
"13975","Iraq",33,44,2020-02-22,0
"13976","Oman",21,57,2020-02-22,0
"13977","Afghanistan",33,65,2020-02-22,0
"13978","Bahrain",26.0275,50.55,2020-02-22,0
"13979","Kuwait",29.5,47.75,2020-02-22,0
"13980","Algeria",28.0339,1.6596,2020-02-22,0
"13981","Croatia",45.1,15.2,2020-02-22,0
"13982","Switzerland",46.8182,8.2275,2020-02-22,0
"13983","Austria",47.5162,14.5501,2020-02-22,0
"13984","Israel",31,35,2020-02-22,1
"13985","Pakistan",30.3753,69.3451,2020-02-22,0
"13986","Brazil",-14.235,-51.9253,2020-02-22,0
"13987","Georgia",42.3154,43.3569,2020-02-22,0
"13988","Greece",39.0742,21.8243,2020-02-22,0
"13989","North Macedonia",41.6086,21.7453,2020-02-22,0
"13990","Norway",60.472,8.4689,2020-02-22,0
"13991","Romania",45.9432,24.9668,2020-02-22,0
"13992","Estonia",58.5953,25.0136,2020-02-22,0
"13993","Netherlands",52.1326,5.2913,2020-02-22,0
"13994","San Marino",43.9424,12.4578,2020-02-22,0
"13995","Belarus",53.7098,27.9534,2020-02-22,0
"13996","Iceland",64.9631,-19.0208,2020-02-22,0
"13997","Lithuania",55.1694,23.8813,2020-02-22,0
"13998","Mexico",23.6345,-102.5528,2020-02-22,0
"13999","New Zealand",-40.9006,174.886,2020-02-22,0
"14000","Nigeria",9.082,8.6753,2020-02-22,0
"14001","Australia",-31.9505,115.8605,2020-02-22,0
"14002","Ireland",53.1424,-7.6921,2020-02-22,0
"14003","Luxembourg",49.8153,6.1296,2020-02-22,0
"14004","Monaco",43.7333,7.4167,2020-02-22,0
"14005","Qatar",25.3548,51.1839,2020-02-22,0
"14006","Ecuador",-1.8312,-78.1834,2020-02-22,0
"14007","Azerbaijan",40.1431,47.5769,2020-02-22,0
"14008","Armenia",40.0691,45.0382,2020-02-22,0
"14009","Dominican Republic",18.7357,-70.1627,2020-02-22,0
"14010","Indonesia",-0.7893,113.9213,2020-02-22,0
"14011","Portugal",39.3999,-8.2245,2020-02-22,0
"14012","Andorra",42.5063,1.5218,2020-02-22,0
"14013","Australia",-41.4545,145.9707,2020-02-22,0
"14014","Latvia",56.8796,24.6032,2020-02-22,0
"14015","Morocco",31.7917,-7.0926,2020-02-22,0
"14016","Saudi Arabia",24,45,2020-02-22,0
"14017","Senegal",14.4974,-14.4524,2020-02-22,0
"14018","Argentina",-38.4161,-63.6167,2020-02-22,0
"14019","Chile",-35.6751,-71.543,2020-02-22,0
"14020","Jordan",31.24,36.51,2020-02-22,0
"14021","Ukraine",48.3794,31.1656,2020-02-22,0
"14022","Hungary",47.1625,19.5033,2020-02-22,0
"14023","Australia",-12.4634,130.8456,2020-02-22,0
"14024","Liechtenstein",47.14,9.55,2020-02-22,0
"14025","Poland",51.9194,19.1451,2020-02-22,0
"14026","Tunisia",34,9,2020-02-22,0
"14027","Bosnia and Herzegovina",43.9159,17.6791,2020-02-22,0
"14028","Slovenia",46.1512,14.9955,2020-02-22,0
"14029","South Africa",-30.5595,22.9375,2020-02-22,0
"14030","Bhutan",27.5142,90.4336,2020-02-22,0
"14031","Cameroon",3.848,11.5021,2020-02-22,0
"14032","Colombia",4.5709,-74.2973,2020-02-22,0
"14033","Costa Rica",9.7489,-83.7534,2020-02-22,0
"14034","Peru",-9.19,-75.0152,2020-02-22,0
"14035","Serbia",44.0165,21.0059,2020-02-22,0
"14036","Slovakia",48.669,19.699,2020-02-22,0
"14037","Togo",8.6195,0.8248,2020-02-22,0
"14038","Malta",35.9375,14.3754,2020-02-22,0
"14039","Martinique",14.6415,-61.0242,2020-02-22,0
"14040","Bulgaria",42.7339,25.4858,2020-02-22,0
"14041","Maldives",3.2028,73.2207,2020-02-22,0
"14042","Bangladesh",23.685,90.3563,2020-02-22,0
"14043","Paraguay",-23.4425,-58.4438,2020-02-22,0
"14044","Canada",51.2538,-85.3232,2020-02-22,3
"14045","Canada",53.9333,-116.5765,2020-02-22,0
"14046","Canada",52.9399,-73.5491,2020-02-22,0
"14047","Albania",41.1533,20.1683,2020-02-22,0
"14048","Cyprus",35.1264,33.4299,2020-02-22,0
"14049","Brunei",4.5353,114.7277,2020-02-22,0
"14050","US",47.4009,-121.4905,2020-02-22,0
"14051","US",42.1657,-74.9481,2020-02-22,0
"14052","US",36.1162,-119.6816,2020-02-22,0
"14053","US",42.2302,-71.5301,2020-02-22,0
"14054","US",35.4437,139.638,2020-02-22,0
"14055","US",37.6489,-122.6655,2020-02-22,0
"14056","US",33.0406,-83.6431,2020-02-22,0
"14057","US",39.0598,-105.3111,2020-02-22,0
"14058","US",27.7663,-81.6868,2020-02-22,0
"14059","US",40.2989,-74.521,2020-02-22,0
"14060","US",44.572,-122.0709,2020-02-22,0
"14061","US",31.0545,-97.5635,2020-02-22,0
"14062","US",40.3495,-88.9861,2020-02-22,0
"14063","US",40.5908,-77.2098,2020-02-22,0
"14064","US",42.0115,-93.2105,2020-02-22,0
"14065","US",39.0639,-76.8021,2020-02-22,0
"14066","US",35.6301,-79.8064,2020-02-22,0
"14067","US",33.8569,-80.945,2020-02-22,0
"14068","US",35.7478,-86.6923,2020-02-22,0
"14069","US",37.7693,-78.17,2020-02-22,0
"14070","US",33.7298,-111.4312,2020-02-22,0
"14071","US",39.8494,-86.2583,2020-02-22,0
"14072","US",37.6681,-84.6701,2020-02-22,0
"14073","US",38.8974,-77.0268,2020-02-22,0
"14074","US",38.3135,-117.0554,2020-02-22,0
"14075","US",43.4525,-71.5639,2020-02-22,0
"14076","US",45.6945,-93.9002,2020-02-22,0
"14077","US",41.1254,-98.2681,2020-02-22,0
"14078","US",40.3888,-82.7649,2020-02-22,0
