"","Country","Lat","Long","date","val","diff","Countr_id"
"935","China",24.974,101.487,2020-02-07,138,16,29
"936","China",19.1959,109.7453,2020-02-07,117,16,29
"937","China",26.8154,106.8748,2020-02-07,81,16,29
"938","China",39.3054,117.323,2020-02-07,81,16,29
"939","China",37.5777,112.2922,2020-02-07,104,16,29
"940","China",37.8099,101.0583,2020-02-07,67,16,29
"941","China",22.3,114.2,2020-02-07,25,16,29
"942","China",41.2956,122.6085,2020-02-07,99,16,29
"943","China",43.6661,126.1923,2020-02-07,65,16,29
"944","China",41.1129,85.2401,2020-02-07,39,16,29
"945","China",44.0935,113.9448,2020-02-07,50,16,29
"946","China",37.2692,106.1655,2020-02-07,43,16,29
"947","Taiwan*",23.7,121,2020-02-07,16,16,134
"948","Vietnam",16,108,2020-02-07,10,15,147
"949","Russia",60,90,2020-02-07,2,7,115
"950","China",35.7452,95.9956,2020-02-07,18,16,29
"951","China",22.1667,113.55,2020-02-07,10,16,29
"952","China",31.6927,88.0924,2020-02-07,1,16,29
"953","US",37.3541,-121.9552,2020-02-07,2,16,144
"954","US",42.3601,-71.0589,2020-02-07,1,16,144
"955","US",33.7879,-117.8531,2020-02-07,1,16,144
"956","US",33.2918,-112.4291,2020-02-07,1,16,144
"957","US",36.5761,-120.9876,2020-02-07,2,16,144
"958","US",34.0522,-118.2437,2020-02-07,1,16,144
"959","US",47.6062,-122.3321,2020-02-07,1,16,144
"960","US",41.7377,-87.6976,2020-02-07,2,16,144
"961","United Kingdom",55.3781,-3.436,2020-02-07,3,7,142
"962","Thailand",15,101,2020-02-08,32,17,135
"963","Japan",36,138,2020-02-08,25,17,73
"964","Singapore",1.2833,103.8333,2020-02-08,33,16,124
"965","Nepal",28.1667,84.25,2020-02-08,1,14,97
"966","Malaysia",2.5,112.5,2020-02-08,16,14,86
"967","Canada",49.2827,-123.1207,2020-02-08,4,13,25
"968","Australia",-33.8688,151.2093,2020-02-08,4,13,9
"969","Australia",-37.8136,144.9631,2020-02-08,4,13,9
"970","Australia",-28.0167,153.4,2020-02-08,5,13,9
"971","Cambodia",11.55,104.9167,2020-02-08,1,12,23
"972","Sri Lanka",7,81,2020-02-08,1,12,129
"973","Germany",51,9,2020-02-08,13,12,53
"974","Finland",64,26,2020-02-08,1,10,49
"975","United Arab Emirates",24,54,2020-02-08,7,10,141
"976","Philippines",13,122,2020-02-08,3,9,109
"977","India",21,78,2020-02-08,3,9,65
"978","Italy",43,12,2020-02-08,3,8,71
"979","Sweden",63,16,2020-02-08,1,8,132
"980","Spain",40,-4,2020-02-08,1,7,128
"981","Australia",-34.9285,138.6007,2020-02-08,2,13,9
"982","Belgium",50.8333,4,2020-02-08,1,4,15
"983","Canada",51.2538,-85.3232,2020-02-08,3,13,25
"984","China",30.9756,112.2707,2020-02-08,27100,17,29
"985","Korea, South",36,128,2020-02-08,24,17,78
"986","France",46.2276,2.2137,2020-02-08,11,15,50
"987","China",23.3417,113.4244,2020-02-08,1095,17,29
"988","China",33.882,113.614,2020-02-08,981,17,29
"989","China",29.1832,120.0934,2020-02-08,1048,17,29
"990","China",27.6104,111.7088,2020-02-08,803,17,29
"991","China",31.8257,117.2264,2020-02-08,733,17,29
"992","China",27.614,115.7221,2020-02-08,698,17,29
"993","China",36.3427,118.1498,2020-02-08,416,17,29
"994","Cruise Ship",35.4437,139.638,2020-02-08,61,1,36
"995","China",32.9711,119.455,2020-02-08,439,17,29
"996","China",30.0572,107.874,2020-02-08,428,17,29
"997","China",30.6171,102.7103,2020-02-08,364,17,29
"998","China",47.862,127.7615,2020-02-08,295,17,29
"999","China",40.1824,116.4142,2020-02-08,315,17,29
"1000","China",31.202,121.4491,2020-02-08,286,17,29
"1001","China",39.549,116.1306,2020-02-08,195,17,29
"1002","China",26.0789,117.9874,2020-02-08,239,17,29
"1003","China",23.8298,108.7881,2020-02-08,183,17,29
"1004","China",35.1917,108.8701,2020-02-08,195,17,29
"1005","China",24.974,101.487,2020-02-08,138,17,29
"1006","China",19.1959,109.7453,2020-02-08,124,17,29
"1007","China",26.8154,106.8748,2020-02-08,89,17,29
"1008","China",39.3054,117.323,2020-02-08,88,17,29
"1009","China",37.5777,112.2922,2020-02-08,115,17,29
"1010","China",37.8099,101.0583,2020-02-08,79,17,29
"1011","China",22.3,114.2,2020-02-08,26,17,29
"1012","China",41.2956,122.6085,2020-02-08,105,17,29
"1013","China",43.6661,126.1923,2020-02-08,69,17,29
"1014","China",41.1129,85.2401,2020-02-08,42,17,29
"1015","China",44.0935,113.9448,2020-02-08,52,17,29
"1016","China",37.2692,106.1655,2020-02-08,45,17,29
"1017","Taiwan*",23.7,121,2020-02-08,17,17,134
"1018","Vietnam",16,108,2020-02-08,13,16,147
"1019","Russia",60,90,2020-02-08,2,8,115
"1020","China",35.7452,95.9956,2020-02-08,18,17,29
"1021","China",22.1667,113.55,2020-02-08,10,17,29
"1022","China",31.6927,88.0924,2020-02-08,1,17,29
"1023","US",37.3541,-121.9552,2020-02-08,2,17,144
"1024","US",42.3601,-71.0589,2020-02-08,1,17,144
"1025","US",33.7879,-117.8531,2020-02-08,1,17,144
"1026","US",33.2918,-112.4291,2020-02-08,1,17,144
"1027","US",36.5761,-120.9876,2020-02-08,2,17,144
"1028","US",34.0522,-118.2437,2020-02-08,1,17,144
"1029","US",47.6062,-122.3321,2020-02-08,1,17,144
"1030","US",41.7377,-87.6976,2020-02-08,2,17,144
"1031","United Kingdom",55.3781,-3.436,2020-02-08,3,8,142
"1032","Thailand",15,101,2020-02-09,32,18,135
"1033","Japan",36,138,2020-02-09,26,18,73
"1034","Singapore",1.2833,103.8333,2020-02-09,40,17,124
"1035","Nepal",28.1667,84.25,2020-02-09,1,15,97
"1036","Malaysia",2.5,112.5,2020-02-09,16,15,86
"1037","Canada",49.2827,-123.1207,2020-02-09,4,14,25
"1038","Australia",-33.8688,151.2093,2020-02-09,4,14,9
"1039","Australia",-37.8136,144.9631,2020-02-09,4,14,9
"1040","Australia",-28.0167,153.4,2020-02-09,5,14,9
"1041","Cambodia",11.55,104.9167,2020-02-09,1,13,23
"1042","Sri Lanka",7,81,2020-02-09,1,13,129
"1043","Germany",51,9,2020-02-09,14,13,53
"1044","Finland",64,26,2020-02-09,1,11,49
"1045","United Arab Emirates",24,54,2020-02-09,7,11,141
"1046","Philippines",13,122,2020-02-09,3,10,109
"1047","India",21,78,2020-02-09,3,10,65
"1048","Italy",43,12,2020-02-09,3,9,71
"1049","Sweden",63,16,2020-02-09,1,9,132
"1050","Spain",40,-4,2020-02-09,2,8,128
"1051","Australia",-34.9285,138.6007,2020-02-09,2,14,9
"1052","Belgium",50.8333,4,2020-02-09,1,5,15
"1053","Canada",51.2538,-85.3232,2020-02-09,3,14,25
"1054","China",30.9756,112.2707,2020-02-09,29631,18,29
"1055","Korea, South",36,128,2020-02-09,25,18,78
"1056","France",46.2276,2.2137,2020-02-09,11,16,50
"1057","China",23.3417,113.4244,2020-02-09,1131,18,29
"1058","China",33.882,113.614,2020-02-09,1033,18,29
"1059","China",29.1832,120.0934,2020-02-09,1075,18,29
"1060","China",27.6104,111.7088,2020-02-09,838,18,29
"1061","China",31.8257,117.2264,2020-02-09,779,18,29
"1062","China",27.614,115.7221,2020-02-09,740,18,29
"1063","China",36.3427,118.1498,2020-02-09,444,18,29
"1064","Cruise Ship",35.4437,139.638,2020-02-09,64,2,36
"1065","China",32.9711,119.455,2020-02-09,468,18,29
"1066","China",30.0572,107.874,2020-02-09,468,18,29
"1067","China",30.6171,102.7103,2020-02-09,386,18,29
"1068","China",47.862,127.7615,2020-02-09,307,18,29
"1069","China",40.1824,116.4142,2020-02-09,326,18,29
"1070","China",31.202,121.4491,2020-02-09,293,18,29
"1071","China",39.549,116.1306,2020-02-09,206,18,29
"1072","China",26.0789,117.9874,2020-02-09,250,18,29
"1073","China",23.8298,108.7881,2020-02-09,195,18,29
"1074","China",35.1917,108.8701,2020-02-09,208,18,29
"1075","China",24.974,101.487,2020-02-09,141,18,29
"1076","China",19.1959,109.7453,2020-02-09,131,18,29
"1077","China",26.8154,106.8748,2020-02-09,99,18,29
"1078","China",39.3054,117.323,2020-02-09,91,18,29
"1079","China",37.5777,112.2922,2020-02-09,119,18,29
"1080","China",37.8099,101.0583,2020-02-09,83,18,29
"1081","China",22.3,114.2,2020-02-09,29,18,29
"1082","China",41.2956,122.6085,2020-02-09,107,18,29
"1083","China",43.6661,126.1923,2020-02-09,78,18,29
"1084","China",41.1129,85.2401,2020-02-09,45,18,29
"1085","China",44.0935,113.9448,2020-02-09,54,18,29
"1086","China",37.2692,106.1655,2020-02-09,45,18,29
"1087","Taiwan*",23.7,121,2020-02-09,18,18,134
"1088","Vietnam",16,108,2020-02-09,13,17,147
"1089","Russia",60,90,2020-02-09,2,9,115
"1090","China",35.7452,95.9956,2020-02-09,18,18,29
"1091","China",22.1667,113.55,2020-02-09,10,18,29
"1092","China",31.6927,88.0924,2020-02-09,1,18,29
"1093","US",37.3541,-121.9552,2020-02-09,2,18,144
"1094","US",42.3601,-71.0589,2020-02-09,1,18,144
"1095","US",33.7879,-117.8531,2020-02-09,1,18,144
"1096","US",33.2918,-112.4291,2020-02-09,1,18,144
"1097","US",36.5761,-120.9876,2020-02-09,2,18,144
"1098","US",34.0522,-118.2437,2020-02-09,1,18,144
"1099","US",47.6062,-122.3321,2020-02-09,1,18,144
"1100","US",41.7377,-87.6976,2020-02-09,2,18,144
"1101","United Kingdom",55.3781,-3.436,2020-02-09,3,9,142
"1102","Thailand",15,101,2020-02-10,32,19,135
"1103","Japan",36,138,2020-02-10,26,19,73
"1104","Singapore",1.2833,103.8333,2020-02-10,45,18,124
"1105","Nepal",28.1667,84.25,2020-02-10,1,16,97
"1106","Malaysia",2.5,112.5,2020-02-10,18,16,86
"1107","Canada",49.2827,-123.1207,2020-02-10,4,15,25
"1108","Australia",-33.8688,151.2093,2020-02-10,4,15,9
"1109","Australia",-37.8136,144.9631,2020-02-10,4,15,9
"1110","Australia",-28.0167,153.4,2020-02-10,5,15,9
"1111","Cambodia",11.55,104.9167,2020-02-10,1,14,23
"1112","Sri Lanka",7,81,2020-02-10,1,14,129
"1113","Germany",51,9,2020-02-10,14,14,53
"1114","Finland",64,26,2020-02-10,1,12,49
"1115","United Arab Emirates",24,54,2020-02-10,8,12,141
"1116","Philippines",13,122,2020-02-10,3,11,109
"1117","India",21,78,2020-02-10,3,11,65
"1118","Italy",43,12,2020-02-10,3,10,71
"1119","Sweden",63,16,2020-02-10,1,10,132
"1120","Spain",40,-4,2020-02-10,2,9,128
"1121","Australia",-34.9285,138.6007,2020-02-10,2,15,9
"1122","Belgium",50.8333,4,2020-02-10,1,6,15
"1123","Canada",51.2538,-85.3232,2020-02-10,3,15,25
"1124","China",30.9756,112.2707,2020-02-10,31728,19,29
"1125","Korea, South",36,128,2020-02-10,27,19,78
"1126","France",46.2276,2.2137,2020-02-10,11,17,50
"1127","China",23.3417,113.4244,2020-02-10,1159,19,29
"1128","China",33.882,113.614,2020-02-10,1073,19,29
"1129","China",29.1832,120.0934,2020-02-10,1092,19,29
"1130","China",27.6104,111.7088,2020-02-10,879,19,29
"1131","China",31.8257,117.2264,2020-02-10,830,19,29
"1132","China",27.614,115.7221,2020-02-10,771,19,29
"1133","China",36.3427,118.1498,2020-02-10,466,19,29
"1134","Cruise Ship",35.4437,139.638,2020-02-10,135,3,36
"1135","China",32.9711,119.455,2020-02-10,492,19,29
"1136","China",30.0572,107.874,2020-02-10,486,19,29
"1137","China",30.6171,102.7103,2020-02-10,405,19,29
"1138","China",47.862,127.7615,2020-02-10,331,19,29
"1139","China",40.1824,116.4142,2020-02-10,337,19,29
"1140","China",31.202,121.4491,2020-02-10,299,19,29
"1141","China",39.549,116.1306,2020-02-10,218,19,29
"1142","China",26.0789,117.9874,2020-02-10,261,19,29
"1143","China",23.8298,108.7881,2020-02-10,210,19,29
"1144","China",35.1917,108.8701,2020-02-10,213,19,29
"1145","China",24.974,101.487,2020-02-10,149,19,29
"1146","China",19.1959,109.7453,2020-02-10,138,19,29
"1147","China",26.8154,106.8748,2020-02-10,109,19,29
"1148","China",39.3054,117.323,2020-02-10,95,19,29
"1149","China",37.5777,112.2922,2020-02-10,119,19,29
"1150","China",37.8099,101.0583,2020-02-10,83,19,29
"1151","China",22.3,114.2,2020-02-10,38,19,29
"1152","China",41.2956,122.6085,2020-02-10,108,19,29
"1153","China",43.6661,126.1923,2020-02-10,80,19,29
"1154","China",41.1129,85.2401,2020-02-10,49,19,29
"1155","China",44.0935,113.9448,2020-02-10,58,19,29
"1156","China",37.2692,106.1655,2020-02-10,49,19,29
"1157","Taiwan*",23.7,121,2020-02-10,18,19,134
"1158","Vietnam",16,108,2020-02-10,14,18,147
"1159","Russia",60,90,2020-02-10,2,10,115
"1160","China",35.7452,95.9956,2020-02-10,18,19,29
"1161","China",22.1667,113.55,2020-02-10,10,19,29
"1162","China",31.6927,88.0924,2020-02-10,1,19,29
"1163","US",37.3541,-121.9552,2020-02-10,2,19,144
"1164","US",42.3601,-71.0589,2020-02-10,1,19,144
"1165","US",33.7879,-117.8531,2020-02-10,1,19,144
"1166","US",33.2918,-112.4291,2020-02-10,1,19,144
"1167","US",36.5761,-120.9876,2020-02-10,2,19,144
"1168","US",34.0522,-118.2437,2020-02-10,1,19,144
"1169","US",47.6062,-122.3321,2020-02-10,1,19,144
"1170","US",41.7377,-87.6976,2020-02-10,2,19,144
"1171","United Kingdom",55.3781,-3.436,2020-02-10,8,10,142
"1172","Thailand",15,101,2020-02-11,33,20,135
"1173","Japan",36,138,2020-02-11,26,20,73
"1174","Singapore",1.2833,103.8333,2020-02-11,47,19,124
"1175","Nepal",28.1667,84.25,2020-02-11,1,17,97
"1176","Malaysia",2.5,112.5,2020-02-11,18,17,86
"1177","Canada",49.2827,-123.1207,2020-02-11,4,16,25
"1178","Australia",-33.8688,151.2093,2020-02-11,4,16,9
"1179","Australia",-37.8136,144.9631,2020-02-11,4,16,9
"1180","Australia",-28.0167,153.4,2020-02-11,5,16,9
"1181","Cambodia",11.55,104.9167,2020-02-11,1,15,23
"1182","Sri Lanka",7,81,2020-02-11,1,15,129
"1183","Germany",51,9,2020-02-11,16,15,53
"1184","Finland",64,26,2020-02-11,1,13,49
"1185","United Arab Emirates",24,54,2020-02-11,8,13,141
"1186","Philippines",13,122,2020-02-11,3,12,109
"1187","India",21,78,2020-02-11,3,12,65
"1188","Italy",43,12,2020-02-11,3,11,71
"1189","Sweden",63,16,2020-02-11,1,11,132
"1190","Spain",40,-4,2020-02-11,2,10,128
"1191","Australia",-34.9285,138.6007,2020-02-11,2,16,9
"1192","Belgium",50.8333,4,2020-02-11,1,7,15
"1193","Canada",51.2538,-85.3232,2020-02-11,3,16,25
"1194","China",30.9756,112.2707,2020-02-11,33366,20,29
"1195","Korea, South",36,128,2020-02-11,28,20,78
"1196","France",46.2276,2.2137,2020-02-11,11,18,50
"1197","China",23.3417,113.4244,2020-02-11,1177,20,29
"1198","China",33.882,113.614,2020-02-11,1105,20,29
"1199","China",29.1832,120.0934,2020-02-11,1117,20,29
"1200","China",27.6104,111.7088,2020-02-11,912,20,29
"1201","China",31.8257,117.2264,2020-02-11,860,20,29
"1202","China",27.614,115.7221,2020-02-11,804,20,29
"1203","China",36.3427,118.1498,2020-02-11,487,20,29
"1204","Cruise Ship",35.4437,139.638,2020-02-11,135,4,36
"1205","China",32.9711,119.455,2020-02-11,515,20,29
"1206","China",30.0572,107.874,2020-02-11,505,20,29
"1207","China",30.6171,102.7103,2020-02-11,417,20,29
"1208","China",47.862,127.7615,2020-02-11,360,20,29
"1209","China",40.1824,116.4142,2020-02-11,342,20,29
"1210","China",31.202,121.4491,2020-02-11,303,20,29
"1211","China",39.549,116.1306,2020-02-11,239,20,29
"1212","China",26.0789,117.9874,2020-02-11,267,20,29
"1213","China",23.8298,108.7881,2020-02-11,215,20,29
"1214","China",35.1917,108.8701,2020-02-11,219,20,29
"1215","China",24.974,101.487,2020-02-11,153,20,29
"1216","China",19.1959,109.7453,2020-02-11,144,20,29
"1217","China",26.8154,106.8748,2020-02-11,127,20,29
"1218","China",39.3054,117.323,2020-02-11,106,20,29
"1219","China",37.5777,112.2922,2020-02-11,124,20,29
"1220","China",37.8099,101.0583,2020-02-11,86,20,29
"1221","China",22.3,114.2,2020-02-11,49,20,29
"1222","China",41.2956,122.6085,2020-02-11,111,20,29
"1223","China",43.6661,126.1923,2020-02-11,81,20,29
"1224","China",41.1129,85.2401,2020-02-11,55,20,29
"1225","China",44.0935,113.9448,2020-02-11,58,20,29
"1226","China",37.2692,106.1655,2020-02-11,53,20,29
"1227","Taiwan*",23.7,121,2020-02-11,18,20,134
"1228","Vietnam",16,108,2020-02-11,15,19,147
"1229","Russia",60,90,2020-02-11,2,11,115
"1230","China",35.7452,95.9956,2020-02-11,18,20,29
"1231","China",22.1667,113.55,2020-02-11,10,20,29
"1232","China",31.6927,88.0924,2020-02-11,1,20,29
"1233","US",37.3541,-121.9552,2020-02-11,2,20,144
"1234","US",42.3601,-71.0589,2020-02-11,1,20,144
"1235","US",33.7879,-117.8531,2020-02-11,1,20,144
"1236","US",33.2918,-112.4291,2020-02-11,1,20,144
"1237","US",32.7157,-117.1611,2020-02-11,1,20,144
"1238","US",36.5761,-120.9876,2020-02-11,2,20,144
"1239","US",34.0522,-118.2437,2020-02-11,1,20,144
"1240","US",47.6062,-122.3321,2020-02-11,1,20,144
"1241","US",41.7377,-87.6976,2020-02-11,2,20,144
"1242","United Kingdom",55.3781,-3.436,2020-02-11,8,11,142
"1243","Thailand",15,101,2020-02-12,33,21,135
"1244","Japan",36,138,2020-02-12,28,21,73
"1245","Singapore",1.2833,103.8333,2020-02-12,50,20,124
"1246","Nepal",28.1667,84.25,2020-02-12,1,18,97
"1247","Malaysia",2.5,112.5,2020-02-12,18,18,86
"1248","Canada",49.2827,-123.1207,2020-02-12,4,17,25
"1249","Australia",-33.8688,151.2093,2020-02-12,4,17,9
"1250","Australia",-37.8136,144.9631,2020-02-12,4,17,9
"1251","Australia",-28.0167,153.4,2020-02-12,5,17,9
"1252","Cambodia",11.55,104.9167,2020-02-12,1,16,23
"1253","Sri Lanka",7,81,2020-02-12,1,16,129
"1254","Germany",51,9,2020-02-12,16,16,53
"1255","Finland",64,26,2020-02-12,1,14,49
"1256","United Arab Emirates",24,54,2020-02-12,8,14,141
"1257","Philippines",13,122,2020-02-12,3,13,109
"1258","India",21,78,2020-02-12,3,13,65
"1259","Italy",43,12,2020-02-12,3,12,71
"1260","Sweden",63,16,2020-02-12,1,12,132
"1261","Spain",40,-4,2020-02-12,2,11,128
"1262","Australia",-34.9285,138.6007,2020-02-12,2,17,9
"1263","Belgium",50.8333,4,2020-02-12,1,8,15
"1264","Canada",51.2538,-85.3232,2020-02-12,3,17,25
"1265","China",30.9756,112.2707,2020-02-12,33366,21,29
"1266","Korea, South",36,128,2020-02-12,28,21,78
"1267","France",46.2276,2.2137,2020-02-12,11,19,50
"1268","China",23.3417,113.4244,2020-02-12,1219,21,29
"1269","China",33.882,113.614,2020-02-12,1135,21,29
"1270","China",29.1832,120.0934,2020-02-12,1131,21,29
"1271","China",27.6104,111.7088,2020-02-12,946,21,29
"1272","China",31.8257,117.2264,2020-02-12,889,21,29
"1273","China",27.614,115.7221,2020-02-12,844,21,29
"1274","China",36.3427,118.1498,2020-02-12,497,21,29
"1275","Cruise Ship",35.4437,139.638,2020-02-12,175,5,36
"1276","China",32.9711,119.455,2020-02-12,543,21,29
"1277","China",30.0572,107.874,2020-02-12,518,21,29
"1278","China",30.6171,102.7103,2020-02-12,436,21,29
"1279","China",47.862,127.7615,2020-02-12,378,21,29
"1280","China",40.1824,116.4142,2020-02-12,352,21,29
"1281","China",31.202,121.4491,2020-02-12,311,21,29
"1282","China",39.549,116.1306,2020-02-12,251,21,29
"1283","China",26.0789,117.9874,2020-02-12,272,21,29
"1284","China",23.8298,108.7881,2020-02-12,222,21,29
"1285","China",35.1917,108.8701,2020-02-12,225,21,29
"1286","China",24.974,101.487,2020-02-12,154,21,29
"1287","China",19.1959,109.7453,2020-02-12,157,21,29
"1288","China",26.8154,106.8748,2020-02-12,133,21,29
"1289","China",39.3054,117.323,2020-02-12,112,21,29
"1290","China",37.5777,112.2922,2020-02-12,126,21,29
"1291","China",37.8099,101.0583,2020-02-12,87,21,29
"1292","China",22.3,114.2,2020-02-12,50,21,29
"1293","China",41.2956,122.6085,2020-02-12,116,21,29
"1294","China",43.6661,126.1923,2020-02-12,83,21,29
"1295","China",41.1129,85.2401,2020-02-12,59,21,29
"1296","China",44.0935,113.9448,2020-02-12,60,21,29
"1297","China",37.2692,106.1655,2020-02-12,58,21,29
"1298","Taiwan*",23.7,121,2020-02-12,18,21,134
"1299","Vietnam",16,108,2020-02-12,15,20,147
"1300","Russia",60,90,2020-02-12,2,12,115
"1301","China",35.7452,95.9956,2020-02-12,18,21,29
"1302","China",22.1667,113.55,2020-02-12,10,21,29
"1303","China",31.6927,88.0924,2020-02-12,1,21,29
"1304","US",37.3541,-121.9552,2020-02-12,2,21,144
"1305","US",42.3601,-71.0589,2020-02-12,1,21,144
"1306","US",33.7879,-117.8531,2020-02-12,1,21,144
"1307","US",33.2918,-112.4291,2020-02-12,1,21,144
"1308","US",32.7157,-117.1611,2020-02-12,1,21,144
"1309","US",36.5761,-120.9876,2020-02-12,2,21,144
"1310","US",34.0522,-118.2437,2020-02-12,1,21,144
"1311","US",47.6062,-122.3321,2020-02-12,1,21,144
"1312","US",41.7377,-87.6976,2020-02-12,2,21,144
"1313","United Kingdom",55.3781,-3.436,2020-02-12,9,12,142
"1314","Thailand",15,101,2020-02-13,33,22,135
"1315","Japan",36,138,2020-02-13,28,22,73
"1316","Singapore",1.2833,103.8333,2020-02-13,58,21,124
"1317","Nepal",28.1667,84.25,2020-02-13,1,19,97
"1318","Malaysia",2.5,112.5,2020-02-13,19,19,86
"1319","Canada",49.2827,-123.1207,2020-02-13,4,18,25
"1320","Australia",-33.8688,151.2093,2020-02-13,4,18,9
"1321","Australia",-37.8136,144.9631,2020-02-13,4,18,9
"1322","Australia",-28.0167,153.4,2020-02-13,5,18,9
"1323","Cambodia",11.55,104.9167,2020-02-13,1,17,23
"1324","Sri Lanka",7,81,2020-02-13,1,17,129
"1325","Germany",51,9,2020-02-13,16,17,53
"1326","Finland",64,26,2020-02-13,1,15,49
"1327","United Arab Emirates",24,54,2020-02-13,8,15,141
"1328","Philippines",13,122,2020-02-13,3,14,109
"1329","India",21,78,2020-02-13,3,14,65
"1330","Italy",43,12,2020-02-13,3,13,71
"1331","Sweden",63,16,2020-02-13,1,13,132
"1332","Spain",40,-4,2020-02-13,2,12,128
"1333","Australia",-34.9285,138.6007,2020-02-13,2,18,9
"1334","Belgium",50.8333,4,2020-02-13,1,9,15
"1335","Canada",51.2538,-85.3232,2020-02-13,3,18,25
"1336","China",30.9756,112.2707,2020-02-13,48206,22,29
"1337","Korea, South",36,128,2020-02-13,28,22,78
"1338","France",46.2276,2.2137,2020-02-13,11,20,50
"1339","China",23.3417,113.4244,2020-02-13,1241,22,29
"1340","China",33.882,113.614,2020-02-13,1169,22,29
"1341","China",29.1832,120.0934,2020-02-13,1145,22,29
"1342","China",27.6104,111.7088,2020-02-13,968,22,29
"1343","China",31.8257,117.2264,2020-02-13,910,22,29
"1344","China",27.614,115.7221,2020-02-13,872,22,29
"1345","China",36.3427,118.1498,2020-02-13,509,22,29
"1346","Cruise Ship",35.4437,139.638,2020-02-13,175,6,36
"1347","China",32.9711,119.455,2020-02-13,570,22,29
"1348","China",30.0572,107.874,2020-02-13,529,22,29
"1349","China",30.6171,102.7103,2020-02-13,451,22,29
"1350","China",47.862,127.7615,2020-02-13,395,22,29
"1351","China",40.1824,116.4142,2020-02-13,366,22,29
"1352","China",31.202,121.4491,2020-02-13,315,22,29
"1353","China",39.549,116.1306,2020-02-13,265,22,29
"1354","China",26.0789,117.9874,2020-02-13,279,22,29
"1355","China",23.8298,108.7881,2020-02-13,222,22,29
"1356","China",35.1917,108.8701,2020-02-13,229,22,29
"1357","China",24.974,101.487,2020-02-13,156,22,29
"1358","China",19.1959,109.7453,2020-02-13,157,22,29
"1359","China",26.8154,106.8748,2020-02-13,135,22,29
"1360","China",39.3054,117.323,2020-02-13,119,22,29
"1361","China",37.5777,112.2922,2020-02-13,126,22,29
"1362","China",37.8099,101.0583,2020-02-13,90,22,29
"1363","China",22.3,114.2,2020-02-13,53,22,29
"1364","China",41.2956,122.6085,2020-02-13,117,22,29
"1365","China",43.6661,126.1923,2020-02-13,84,22,29
"1366","China",41.1129,85.2401,2020-02-13,63,22,29
"1367","China",44.0935,113.9448,2020-02-13,61,22,29
"1368","China",37.2692,106.1655,2020-02-13,64,22,29
"1369","Taiwan*",23.7,121,2020-02-13,18,22,134
"1370","Vietnam",16,108,2020-02-13,16,21,147
"1371","Russia",60,90,2020-02-13,2,13,115
"1372","China",35.7452,95.9956,2020-02-13,18,22,29
"1373","China",22.1667,113.55,2020-02-13,10,22,29
"1374","China",31.6927,88.0924,2020-02-13,1,22,29
"1375","US",37.3541,-121.9552,2020-02-13,2,22,144
"1376","US",42.3601,-71.0589,2020-02-13,1,22,144
"1377","US",33.7879,-117.8531,2020-02-13,1,22,144
"1378","US",33.2918,-112.4291,2020-02-13,1,22,144
"1379","US",32.7157,-117.1611,2020-02-13,2,22,144
"1380","US",36.5761,-120.9876,2020-02-13,2,22,144
"1381","US",34.0522,-118.2437,2020-02-13,1,22,144
"1382","US",47.6062,-122.3321,2020-02-13,1,22,144
"1383","US",41.7377,-87.6976,2020-02-13,2,22,144
"1384","United Kingdom",55.3781,-3.436,2020-02-13,9,13,142
"1385","Thailand",15,101,2020-02-14,33,23,135
"1386","Japan",36,138,2020-02-14,29,23,73
"1387","Singapore",1.2833,103.8333,2020-02-14,67,22,124
"1388","Nepal",28.1667,84.25,2020-02-14,1,20,97
"1389","Malaysia",2.5,112.5,2020-02-14,19,20,86
"1390","Canada",49.2827,-123.1207,2020-02-14,4,19,25
"1391","Australia",-33.8688,151.2093,2020-02-14,4,19,9
"1392","Australia",-37.8136,144.9631,2020-02-14,4,19,9
"1393","Australia",-28.0167,153.4,2020-02-14,5,19,9
"1394","Cambodia",11.55,104.9167,2020-02-14,1,18,23
"1395","Sri Lanka",7,81,2020-02-14,1,18,129
"1396","Germany",51,9,2020-02-14,16,18,53
"1397","Finland",64,26,2020-02-14,1,16,49
"1398","United Arab Emirates",24,54,2020-02-14,8,16,141
"1399","Philippines",13,122,2020-02-14,3,15,109
"1400","India",21,78,2020-02-14,3,15,65
"1401","Italy",43,12,2020-02-14,3,14,71
"1402","Sweden",63,16,2020-02-14,1,14,132
"1403","Spain",40,-4,2020-02-14,2,13,128
"1404","Australia",-34.9285,138.6007,2020-02-14,2,19,9
"1405","Belgium",50.8333,4,2020-02-14,1,10,15
"1406","Egypt",26,30,2020-02-14,1,0,44
"1407","Canada",51.2538,-85.3232,2020-02-14,3,19,25
"1408","China",30.9756,112.2707,2020-02-14,54406,23,29
"1409","Korea, South",36,128,2020-02-14,28,23,78
"1410","France",46.2276,2.2137,2020-02-14,11,21,50
"1411","China",23.3417,113.4244,2020-02-14,1261,23,29
"1412","China",33.882,113.614,2020-02-14,1184,23,29
"1413","China",29.1832,120.0934,2020-02-14,1155,23,29
"1414","China",27.6104,111.7088,2020-02-14,988,23,29
"1415","China",31.8257,117.2264,2020-02-14,934,23,29
"1416","China",27.614,115.7221,2020-02-14,900,23,29
"1417","China",36.3427,118.1498,2020-02-14,523,23,29
"1418","Cruise Ship",35.4437,139.638,2020-02-14,218,7,36
"1419","China",32.9711,119.455,2020-02-14,593,23,29
