"","Country","Lat","Long","date","val","diff","Countr_id"
"1","Thailand",15,101,2020-01-22,2,0,135
"2","Japan",36,138,2020-01-22,2,0,73
"3","China",30.9756,112.2707,2020-01-22,444,0,29
"4","Korea, South",36,128,2020-01-22,1,0,78
"5","China",23.3417,113.4244,2020-01-22,26,0,29
"6","China",33.882,113.614,2020-01-22,5,0,29
"7","China",29.1832,120.0934,2020-01-22,10,0,29
"8","China",27.6104,111.7088,2020-01-22,4,0,29
"9","China",31.8257,117.2264,2020-01-22,1,0,29
"10","China",27.614,115.7221,2020-01-22,2,0,29
"11","China",36.3427,118.1498,2020-01-22,2,0,29
"12","China",32.9711,119.455,2020-01-22,1,0,29
"13","China",30.0572,107.874,2020-01-22,6,0,29
"14","China",30.6171,102.7103,2020-01-22,5,0,29
"15","China",40.1824,116.4142,2020-01-22,14,0,29
"16","China",31.202,121.4491,2020-01-22,9,0,29
"17","China",39.549,116.1306,2020-01-22,1,0,29
"18","China",26.0789,117.9874,2020-01-22,1,0,29
"19","China",23.8298,108.7881,2020-01-22,2,0,29
"20","China",24.974,101.487,2020-01-22,1,0,29
"21","China",19.1959,109.7453,2020-01-22,4,0,29
"22","China",26.8154,106.8748,2020-01-22,1,0,29
"23","China",39.3054,117.323,2020-01-22,4,0,29
"24","China",37.5777,112.2922,2020-01-22,1,0,29
"25","China",41.2956,122.6085,2020-01-22,2,0,29
"26","China",37.2692,106.1655,2020-01-22,1,0,29
"27","Taiwan*",23.7,121,2020-01-22,1,0,134
"28","China",22.1667,113.55,2020-01-22,1,0,29
"29","US",47.6062,-122.3321,2020-01-22,1,0,144
"30","Thailand",15,101,2020-01-23,3,1,135
"31","Japan",36,138,2020-01-23,1,1,73
"32","Singapore",1.2833,103.8333,2020-01-23,1,0,124
"33","China",30.9756,112.2707,2020-01-23,444,1,29
"34","Korea, South",36,128,2020-01-23,1,1,78
"35","China",23.3417,113.4244,2020-01-23,32,1,29
"36","China",33.882,113.614,2020-01-23,5,1,29
"37","China",29.1832,120.0934,2020-01-23,27,1,29
"38","China",27.6104,111.7088,2020-01-23,9,1,29
"39","China",31.8257,117.2264,2020-01-23,9,1,29
"40","China",27.614,115.7221,2020-01-23,7,1,29
"41","China",36.3427,118.1498,2020-01-23,6,1,29
"42","China",32.9711,119.455,2020-01-23,5,1,29
"43","China",30.0572,107.874,2020-01-23,9,1,29
"44","China",30.6171,102.7103,2020-01-23,8,1,29
"45","China",47.862,127.7615,2020-01-23,2,1,29
"46","China",40.1824,116.4142,2020-01-23,22,1,29
"47","China",31.202,121.4491,2020-01-23,16,1,29
"48","China",39.549,116.1306,2020-01-23,1,1,29
"49","China",26.0789,117.9874,2020-01-23,5,1,29
"50","China",23.8298,108.7881,2020-01-23,5,1,29
"51","China",35.1917,108.8701,2020-01-23,3,1,29
"52","China",24.974,101.487,2020-01-23,2,1,29
"53","China",19.1959,109.7453,2020-01-23,5,1,29
"54","China",26.8154,106.8748,2020-01-23,3,1,29
"55","China",39.3054,117.323,2020-01-23,4,1,29
"56","China",37.5777,112.2922,2020-01-23,1,1,29
"57","China",37.8099,101.0583,2020-01-23,2,1,29
"58","China",22.3,114.2,2020-01-23,2,1,29
"59","China",41.2956,122.6085,2020-01-23,3,1,29
"60","China",43.6661,126.1923,2020-01-23,1,1,29
"61","China",41.1129,85.2401,2020-01-23,2,1,29
"62","China",37.2692,106.1655,2020-01-23,1,1,29
"63","Taiwan*",23.7,121,2020-01-23,1,1,134
"64","Vietnam",16,108,2020-01-23,2,0,147
"65","China",22.1667,113.55,2020-01-23,2,1,29
"66","US",47.6062,-122.3321,2020-01-23,1,1,144
"67","Thailand",15,101,2020-01-24,5,2,135
"68","Japan",36,138,2020-01-24,2,2,73
"69","Singapore",1.2833,103.8333,2020-01-24,3,1,124
"70","China",30.9756,112.2707,2020-01-24,549,2,29
"71","Korea, South",36,128,2020-01-24,2,2,78
"72","France",46.2276,2.2137,2020-01-24,2,0,50
"73","China",23.3417,113.4244,2020-01-24,53,2,29
"74","China",33.882,113.614,2020-01-24,9,2,29
"75","China",29.1832,120.0934,2020-01-24,43,2,29
"76","China",27.6104,111.7088,2020-01-24,24,2,29
"77","China",31.8257,117.2264,2020-01-24,15,2,29
"78","China",27.614,115.7221,2020-01-24,18,2,29
"79","China",36.3427,118.1498,2020-01-24,15,2,29
"80","China",32.9711,119.455,2020-01-24,9,2,29
"81","China",30.0572,107.874,2020-01-24,27,2,29
"82","China",30.6171,102.7103,2020-01-24,15,2,29
"83","China",47.862,127.7615,2020-01-24,4,2,29
"84","China",40.1824,116.4142,2020-01-24,36,2,29
"85","China",31.202,121.4491,2020-01-24,20,2,29
"86","China",39.549,116.1306,2020-01-24,2,2,29
"87","China",26.0789,117.9874,2020-01-24,10,2,29
"88","China",23.8298,108.7881,2020-01-24,23,2,29
"89","China",35.1917,108.8701,2020-01-24,5,2,29
"90","China",24.974,101.487,2020-01-24,5,2,29
"91","China",19.1959,109.7453,2020-01-24,8,2,29
"92","China",26.8154,106.8748,2020-01-24,3,2,29
"93","China",39.3054,117.323,2020-01-24,8,2,29
"94","China",37.5777,112.2922,2020-01-24,1,2,29
"95","China",37.8099,101.0583,2020-01-24,2,2,29
"96","China",22.3,114.2,2020-01-24,2,2,29
"97","China",41.2956,122.6085,2020-01-24,4,2,29
"98","China",43.6661,126.1923,2020-01-24,3,2,29
"99","China",41.1129,85.2401,2020-01-24,2,2,29
"100","China",44.0935,113.9448,2020-01-24,1,2,29
"101","China",37.2692,106.1655,2020-01-24,2,2,29
"102","Taiwan*",23.7,121,2020-01-24,3,2,134
"103","Vietnam",16,108,2020-01-24,2,1,147
"104","China",22.1667,113.55,2020-01-24,2,2,29
"105","US",47.6062,-122.3321,2020-01-24,1,2,144
"106","US",41.7377,-87.6976,2020-01-24,1,2,144
"107","Thailand",15,101,2020-01-25,7,3,135
"108","Japan",36,138,2020-01-25,2,3,73
"109","Singapore",1.2833,103.8333,2020-01-25,3,2,124
"110","Nepal",28.1667,84.25,2020-01-25,1,0,97
"111","Malaysia",2.5,112.5,2020-01-25,3,0,86
"112","China",30.9756,112.2707,2020-01-25,761,3,29
"113","Korea, South",36,128,2020-01-25,2,3,78
"114","France",46.2276,2.2137,2020-01-25,3,1,50
"115","China",23.3417,113.4244,2020-01-25,78,3,29
"116","China",33.882,113.614,2020-01-25,32,3,29
"117","China",29.1832,120.0934,2020-01-25,62,3,29
"118","China",27.6104,111.7088,2020-01-25,43,3,29
"119","China",31.8257,117.2264,2020-01-25,39,3,29
"120","China",27.614,115.7221,2020-01-25,18,3,29
"121","China",36.3427,118.1498,2020-01-25,27,3,29
"122","China",32.9711,119.455,2020-01-25,18,3,29
"123","China",30.0572,107.874,2020-01-25,57,3,29
"124","China",30.6171,102.7103,2020-01-25,28,3,29
"125","China",47.862,127.7615,2020-01-25,9,3,29
"126","China",40.1824,116.4142,2020-01-25,41,3,29
"127","China",31.202,121.4491,2020-01-25,33,3,29
"128","China",39.549,116.1306,2020-01-25,8,3,29
"129","China",26.0789,117.9874,2020-01-25,18,3,29
"130","China",23.8298,108.7881,2020-01-25,23,3,29
"131","China",35.1917,108.8701,2020-01-25,15,3,29
"132","China",24.974,101.487,2020-01-25,11,3,29
"133","China",19.1959,109.7453,2020-01-25,19,3,29
"134","China",26.8154,106.8748,2020-01-25,4,3,29
"135","China",39.3054,117.323,2020-01-25,10,3,29
"136","China",37.5777,112.2922,2020-01-25,6,3,29
"137","China",37.8099,101.0583,2020-01-25,4,3,29
"138","China",22.3,114.2,2020-01-25,5,3,29
"139","China",41.2956,122.6085,2020-01-25,17,3,29
"140","China",43.6661,126.1923,2020-01-25,4,3,29
"141","China",41.1129,85.2401,2020-01-25,3,3,29
"142","China",44.0935,113.9448,2020-01-25,7,3,29
"143","China",37.2692,106.1655,2020-01-25,3,3,29
"144","Taiwan*",23.7,121,2020-01-25,3,3,134
"145","Vietnam",16,108,2020-01-25,2,2,147
"146","China",35.7452,95.9956,2020-01-25,1,3,29
"147","China",22.1667,113.55,2020-01-25,2,3,29
"148","US",47.6062,-122.3321,2020-01-25,1,3,144
"149","US",41.7377,-87.6976,2020-01-25,1,3,144
"150","Thailand",15,101,2020-01-26,8,4,135
"151","Japan",36,138,2020-01-26,4,4,73
"152","Singapore",1.2833,103.8333,2020-01-26,4,3,124
"153","Nepal",28.1667,84.25,2020-01-26,1,1,97
"154","Malaysia",2.5,112.5,2020-01-26,4,1,86
"155","Australia",-33.8688,151.2093,2020-01-26,3,0,9
"156","Australia",-37.8136,144.9631,2020-01-26,1,0,9
"157","Canada",51.2538,-85.3232,2020-01-26,1,0,25
"158","China",30.9756,112.2707,2020-01-26,1058,4,29
"159","Korea, South",36,128,2020-01-26,3,4,78
"160","France",46.2276,2.2137,2020-01-26,3,2,50
"161","China",23.3417,113.4244,2020-01-26,111,4,29
"162","China",33.882,113.614,2020-01-26,83,4,29
"163","China",29.1832,120.0934,2020-01-26,104,4,29
"164","China",27.6104,111.7088,2020-01-26,69,4,29
"165","China",31.8257,117.2264,2020-01-26,60,4,29
"166","China",27.614,115.7221,2020-01-26,36,4,29
"167","China",36.3427,118.1498,2020-01-26,46,4,29
"168","China",32.9711,119.455,2020-01-26,33,4,29
"169","China",30.0572,107.874,2020-01-26,75,4,29
"170","China",30.6171,102.7103,2020-01-26,44,4,29
"171","China",47.862,127.7615,2020-01-26,15,4,29
"172","China",40.1824,116.4142,2020-01-26,68,4,29
"173","China",31.202,121.4491,2020-01-26,40,4,29
"174","China",39.549,116.1306,2020-01-26,13,4,29
"175","China",26.0789,117.9874,2020-01-26,35,4,29
"176","China",23.8298,108.7881,2020-01-26,36,4,29
"177","China",35.1917,108.8701,2020-01-26,22,4,29
"178","China",24.974,101.487,2020-01-26,16,4,29
"179","China",19.1959,109.7453,2020-01-26,22,4,29
"180","China",26.8154,106.8748,2020-01-26,5,4,29
"181","China",39.3054,117.323,2020-01-26,14,4,29
"182","China",37.5777,112.2922,2020-01-26,9,4,29
"183","China",37.8099,101.0583,2020-01-26,7,4,29
"184","China",22.3,114.2,2020-01-26,8,4,29
"185","China",41.2956,122.6085,2020-01-26,21,4,29
"186","China",43.6661,126.1923,2020-01-26,4,4,29
"187","China",41.1129,85.2401,2020-01-26,4,4,29
"188","China",44.0935,113.9448,2020-01-26,7,4,29
"189","China",37.2692,106.1655,2020-01-26,4,4,29
"190","Taiwan*",23.7,121,2020-01-26,4,4,134
"191","Vietnam",16,108,2020-01-26,2,3,147
"192","China",35.7452,95.9956,2020-01-26,1,4,29
"193","China",22.1667,113.55,2020-01-26,5,4,29
"194","US",33.7879,-117.8531,2020-01-26,1,4,144
"195","US",33.2918,-112.4291,2020-01-26,1,4,144
"196","US",34.0522,-118.2437,2020-01-26,1,4,144
"197","US",47.6062,-122.3321,2020-01-26,1,4,144
"198","US",41.7377,-87.6976,2020-01-26,1,4,144
"199","Thailand",15,101,2020-01-27,8,5,135
"200","Japan",36,138,2020-01-27,4,5,73
"201","Singapore",1.2833,103.8333,2020-01-27,5,4,124
"202","Nepal",28.1667,84.25,2020-01-27,1,2,97
"203","Malaysia",2.5,112.5,2020-01-27,4,2,86
"204","Australia",-33.8688,151.2093,2020-01-27,4,1,9
"205","Australia",-37.8136,144.9631,2020-01-27,1,1,9
"206","Cambodia",11.55,104.9167,2020-01-27,1,0,23
"207","Sri Lanka",7,81,2020-01-27,1,0,129
"208","Germany",51,9,2020-01-27,1,0,53
"209","Canada",51.2538,-85.3232,2020-01-27,1,1,25
"210","China",30.9756,112.2707,2020-01-27,1423,5,29
"211","Korea, South",36,128,2020-01-27,4,5,78
"212","France",46.2276,2.2137,2020-01-27,3,3,50
"213","China",23.3417,113.4244,2020-01-27,151,5,29
"214","China",33.882,113.614,2020-01-27,128,5,29
"215","China",29.1832,120.0934,2020-01-27,128,5,29
"216","China",27.6104,111.7088,2020-01-27,100,5,29
"217","China",31.8257,117.2264,2020-01-27,70,5,29
"218","China",27.614,115.7221,2020-01-27,72,5,29
"219","China",36.3427,118.1498,2020-01-27,75,5,29
"220","China",32.9711,119.455,2020-01-27,47,5,29
"221","China",30.0572,107.874,2020-01-27,110,5,29
"222","China",30.6171,102.7103,2020-01-27,69,5,29
"223","China",47.862,127.7615,2020-01-27,21,5,29
"224","China",40.1824,116.4142,2020-01-27,80,5,29
"225","China",31.202,121.4491,2020-01-27,53,5,29
"226","China",39.549,116.1306,2020-01-27,18,5,29
"227","China",26.0789,117.9874,2020-01-27,59,5,29
"228","China",23.8298,108.7881,2020-01-27,46,5,29
"229","China",35.1917,108.8701,2020-01-27,35,5,29
"230","China",24.974,101.487,2020-01-27,26,5,29
"231","China",19.1959,109.7453,2020-01-27,33,5,29
"232","China",26.8154,106.8748,2020-01-27,7,5,29
"233","China",39.3054,117.323,2020-01-27,23,5,29
"234","China",37.5777,112.2922,2020-01-27,13,5,29
"235","China",37.8099,101.0583,2020-01-27,14,5,29
"236","China",22.3,114.2,2020-01-27,8,5,29
"237","China",41.2956,122.6085,2020-01-27,27,5,29
"238","China",43.6661,126.1923,2020-01-27,6,5,29
"239","China",41.1129,85.2401,2020-01-27,5,5,29
"240","China",44.0935,113.9448,2020-01-27,11,5,29
"241","China",37.2692,106.1655,2020-01-27,7,5,29
"242","Taiwan*",23.7,121,2020-01-27,5,5,134
"243","Vietnam",16,108,2020-01-27,2,4,147
"244","China",35.7452,95.9956,2020-01-27,6,5,29
"245","China",22.1667,113.55,2020-01-27,6,5,29
"246","US",33.7879,-117.8531,2020-01-27,1,5,144
"247","US",33.2918,-112.4291,2020-01-27,1,5,144
"248","US",34.0522,-118.2437,2020-01-27,1,5,144
"249","US",47.6062,-122.3321,2020-01-27,1,5,144
"250","US",41.7377,-87.6976,2020-01-27,1,5,144
"251","Thailand",15,101,2020-01-28,14,6,135
"252","Japan",36,138,2020-01-28,7,6,73
"253","Singapore",1.2833,103.8333,2020-01-28,7,5,124
"254","Nepal",28.1667,84.25,2020-01-28,1,3,97
"255","Malaysia",2.5,112.5,2020-01-28,4,3,86
"256","Canada",49.2827,-123.1207,2020-01-28,1,2,25
"257","Australia",-33.8688,151.2093,2020-01-28,4,2,9
"258","Australia",-37.8136,144.9631,2020-01-28,1,2,9
"259","Cambodia",11.55,104.9167,2020-01-28,1,1,23
"260","Sri Lanka",7,81,2020-01-28,1,1,129
"261","Germany",51,9,2020-01-28,4,1,53
"262","Canada",51.2538,-85.3232,2020-01-28,1,2,25
"263","China",30.9756,112.2707,2020-01-28,3554,6,29
"264","Korea, South",36,128,2020-01-28,4,6,78
"265","France",46.2276,2.2137,2020-01-28,4,4,50
"266","China",23.3417,113.4244,2020-01-28,207,6,29
"267","China",33.882,113.614,2020-01-28,168,6,29
"268","China",29.1832,120.0934,2020-01-28,173,6,29
"269","China",27.6104,111.7088,2020-01-28,143,6,29
"270","China",31.8257,117.2264,2020-01-28,106,6,29
"271","China",27.614,115.7221,2020-01-28,109,6,29
"272","China",36.3427,118.1498,2020-01-28,95,6,29
"273","China",32.9711,119.455,2020-01-28,70,6,29
"274","China",30.0572,107.874,2020-01-28,132,6,29
"275","China",30.6171,102.7103,2020-01-28,90,6,29
"276","China",47.862,127.7615,2020-01-28,33,6,29
"277","China",40.1824,116.4142,2020-01-28,91,6,29
"278","China",31.202,121.4491,2020-01-28,66,6,29
"279","China",39.549,116.1306,2020-01-28,33,6,29
"280","China",26.0789,117.9874,2020-01-28,80,6,29
"281","China",23.8298,108.7881,2020-01-28,51,6,29
"282","China",35.1917,108.8701,2020-01-28,46,6,29
"283","China",24.974,101.487,2020-01-28,44,6,29
"284","China",19.1959,109.7453,2020-01-28,40,6,29
"285","China",26.8154,106.8748,2020-01-28,9,6,29
"286","China",39.3054,117.323,2020-01-28,24,6,29
"287","China",37.5777,112.2922,2020-01-28,27,6,29
"288","China",37.8099,101.0583,2020-01-28,19,6,29
"289","China",22.3,114.2,2020-01-28,8,6,29
"290","China",41.2956,122.6085,2020-01-28,34,6,29
"291","China",43.6661,126.1923,2020-01-28,8,6,29
"292","China",41.1129,85.2401,2020-01-28,10,6,29
"293","China",44.0935,113.9448,2020-01-28,15,6,29
"294","China",37.2692,106.1655,2020-01-28,11,6,29
"295","Taiwan*",23.7,121,2020-01-28,8,6,134
"296","Vietnam",16,108,2020-01-28,2,5,147
"297","China",35.7452,95.9956,2020-01-28,6,6,29
"298","China",22.1667,113.55,2020-01-28,7,6,29
"299","US",33.7879,-117.8531,2020-01-28,1,6,144
"300","US",33.2918,-112.4291,2020-01-28,1,6,144
"301","US",34.0522,-118.2437,2020-01-28,1,6,144
"302","US",47.6062,-122.3321,2020-01-28,1,6,144
"303","US",41.7377,-87.6976,2020-01-28,1,6,144
"304","Thailand",15,101,2020-01-29,14,7,135
"305","Japan",36,138,2020-01-29,7,7,73
"306","Singapore",1.2833,103.8333,2020-01-29,7,6,124
"307","Nepal",28.1667,84.25,2020-01-29,1,4,97
"308","Malaysia",2.5,112.5,2020-01-29,7,4,86
"309","Canada",49.2827,-123.1207,2020-01-29,1,3,25
"310","Australia",-33.8688,151.2093,2020-01-29,4,3,9
"311","Australia",-37.8136,144.9631,2020-01-29,1,3,9
"312","Australia",-28.0167,153.4,2020-01-29,1,3,9
"313","Cambodia",11.55,104.9167,2020-01-29,1,2,23
"314","Sri Lanka",7,81,2020-01-29,1,2,129
"315","Germany",51,9,2020-01-29,4,2,53
"316","Finland",64,26,2020-01-29,1,0,49
"317","United Arab Emirates",24,54,2020-01-29,4,0,141
"318","Canada",51.2538,-85.3232,2020-01-29,1,3,25
"319","China",30.9756,112.2707,2020-01-29,3554,7,29
"320","Korea, South",36,128,2020-01-29,4,7,78
"321","France",46.2276,2.2137,2020-01-29,5,5,50
"322","China",23.3417,113.4244,2020-01-29,277,7,29
"323","China",33.882,113.614,2020-01-29,206,7,29
"324","China",29.1832,120.0934,2020-01-29,296,7,29
"325","China",27.6104,111.7088,2020-01-29,221,7,29
"326","China",31.8257,117.2264,2020-01-29,152,7,29
"327","China",27.614,115.7221,2020-01-29,109,7,29
"328","China",36.3427,118.1498,2020-01-29,130,7,29
"329","China",32.9711,119.455,2020-01-29,99,7,29
"330","China",30.0572,107.874,2020-01-29,147,7,29
"331","China",30.6171,102.7103,2020-01-29,108,7,29
"332","China",47.862,127.7615,2020-01-29,38,7,29
"333","China",40.1824,116.4142,2020-01-29,111,7,29
"334","China",31.202,121.4491,2020-01-29,96,7,29
"335","China",39.549,116.1306,2020-01-29,48,7,29
"336","China",26.0789,117.9874,2020-01-29,84,7,29
"337","China",23.8298,108.7881,2020-01-29,58,7,29
"338","China",35.1917,108.8701,2020-01-29,56,7,29
"339","China",24.974,101.487,2020-01-29,55,7,29
"340","China",19.1959,109.7453,2020-01-29,43,7,29
"341","China",26.8154,106.8748,2020-01-29,9,7,29
"342","China",39.3054,117.323,2020-01-29,27,7,29
"343","China",37.5777,112.2922,2020-01-29,27,7,29
"344","China",37.8099,101.0583,2020-01-29,24,7,29
"345","China",22.3,114.2,2020-01-29,10,7,29
"346","China",41.2956,122.6085,2020-01-29,39,7,29
"347","China",43.6661,126.1923,2020-01-29,9,7,29
"348","China",41.1129,85.2401,2020-01-29,13,7,29
"349","China",44.0935,113.9448,2020-01-29,16,7,29
"350","China",37.2692,106.1655,2020-01-29,12,7,29
"351","Taiwan*",23.7,121,2020-01-29,8,7,134
"352","Vietnam",16,108,2020-01-29,2,6,147
"353","China",35.7452,95.9956,2020-01-29,6,7,29
"354","China",22.1667,113.55,2020-01-29,7,7,29
"355","US",33.7879,-117.8531,2020-01-29,1,7,144
"356","US",33.2918,-112.4291,2020-01-29,1,7,144
"357","US",34.0522,-118.2437,2020-01-29,1,7,144
"358","US",47.6062,-122.3321,2020-01-29,1,7,144
"359","US",41.7377,-87.6976,2020-01-29,1,7,144
"360","Thailand",15,101,2020-01-30,14,8,135
"361","Japan",36,138,2020-01-30,11,8,73
"362","Singapore",1.2833,103.8333,2020-01-30,10,7,124
"363","Nepal",28.1667,84.25,2020-01-30,1,5,97
"364","Malaysia",2.5,112.5,2020-01-30,8,5,86
"365","Canada",49.2827,-123.1207,2020-01-30,1,4,25
"366","Australia",-33.8688,151.2093,2020-01-30,4,4,9
"367","Australia",-37.8136,144.9631,2020-01-30,2,4,9
"368","Australia",-28.0167,153.4,2020-01-30,3,4,9
"369","Cambodia",11.55,104.9167,2020-01-30,1,3,23
"370","Sri Lanka",7,81,2020-01-30,1,3,129
"371","Germany",51,9,2020-01-30,4,3,53
"372","Finland",64,26,2020-01-30,1,1,49
"373","United Arab Emirates",24,54,2020-01-30,4,1,141
"374","Philippines",13,122,2020-01-30,1,0,109
"375","India",21,78,2020-01-30,1,0,65
"376","Canada",51.2538,-85.3232,2020-01-30,1,4,25
"377","China",30.9756,112.2707,2020-01-30,4903,8,29
"378","Korea, South",36,128,2020-01-30,4,8,78
"379","France",46.2276,2.2137,2020-01-30,5,6,50
"380","China",23.3417,113.4244,2020-01-30,354,8,29
"381","China",33.882,113.614,2020-01-30,278,8,29
"382","China",29.1832,120.0934,2020-01-30,428,8,29
"383","China",27.6104,111.7088,2020-01-30,277,8,29
"384","China",31.8257,117.2264,2020-01-30,200,8,29
"385","China",27.614,115.7221,2020-01-30,162,8,29
"386","China",36.3427,118.1498,2020-01-30,158,8,29
"387","China",32.9711,119.455,2020-01-30,129,8,29
"388","China",30.0572,107.874,2020-01-30,182,8,29
"389","China",30.6171,102.7103,2020-01-30,142,8,29
"390","China",47.862,127.7615,2020-01-30,44,8,29
"391","China",40.1824,116.4142,2020-01-30,114,8,29
"392","China",31.202,121.4491,2020-01-30,112,8,29
"393","China",39.549,116.1306,2020-01-30,65,8,29
"394","China",26.0789,117.9874,2020-01-30,101,8,29
"395","China",23.8298,108.7881,2020-01-30,78,8,29
"396","China",35.1917,108.8701,2020-01-30,63,8,29
"397","China",24.974,101.487,2020-01-30,70,8,29
"398","China",19.1959,109.7453,2020-01-30,46,8,29
"399","China",26.8154,106.8748,2020-01-30,12,8,29
"400","China",39.3054,117.323,2020-01-30,31,8,29
"401","China",37.5777,112.2922,2020-01-30,35,8,29
"402","China",37.8099,101.0583,2020-01-30,26,8,29
"403","China",22.3,114.2,2020-01-30,10,8,29
"404","China",41.2956,122.6085,2020-01-30,41,8,29
"405","China",43.6661,126.1923,2020-01-30,14,8,29
"406","China",41.1129,85.2401,2020-01-30,14,8,29
"407","China",44.0935,113.9448,2020-01-30,19,8,29
"408","China",37.2692,106.1655,2020-01-30,17,8,29
"409","Taiwan*",23.7,121,2020-01-30,9,8,134
"410","Vietnam",16,108,2020-01-30,2,7,147
"411","China",35.7452,95.9956,2020-01-30,8,8,29
"412","China",22.1667,113.55,2020-01-30,7,8,29
"413","China",31.6927,88.0924,2020-01-30,1,8,29
"414","US",33.7879,-117.8531,2020-01-30,1,8,144
"415","US",33.2918,-112.4291,2020-01-30,1,8,144
"416","US",34.0522,-118.2437,2020-01-30,1,8,144
"417","US",47.6062,-122.3321,2020-01-30,1,8,144
"418","US",41.7377,-87.6976,2020-01-30,1,8,144
"419","Thailand",15,101,2020-01-31,19,9,135
"420","Japan",36,138,2020-01-31,15,9,73
"421","Singapore",1.2833,103.8333,2020-01-31,13,8,124
"422","Nepal",28.1667,84.25,2020-01-31,1,6,97
"423","Malaysia",2.5,112.5,2020-01-31,8,6,86
"424","Canada",49.2827,-123.1207,2020-01-31,1,5,25
"425","Australia",-33.8688,151.2093,2020-01-31,4,5,9
"426","Australia",-37.8136,144.9631,2020-01-31,3,5,9
"427","Australia",-28.0167,153.4,2020-01-31,2,5,9
"428","Cambodia",11.55,104.9167,2020-01-31,1,4,23
"429","Sri Lanka",7,81,2020-01-31,1,4,129
"430","Germany",51,9,2020-01-31,5,4,53
"431","Finland",64,26,2020-01-31,1,2,49
"432","United Arab Emirates",24,54,2020-01-31,4,2,141
"433","Philippines",13,122,2020-01-31,1,1,109
"434","India",21,78,2020-01-31,1,1,65
"435","Italy",43,12,2020-01-31,2,0,71
"436","Sweden",63,16,2020-01-31,1,0,132
"437","Canada",51.2538,-85.3232,2020-01-31,3,5,25
"438","China",30.9756,112.2707,2020-01-31,5806,9,29
"439","Korea, South",36,128,2020-01-31,11,9,78
"440","France",46.2276,2.2137,2020-01-31,5,7,50
"441","China",23.3417,113.4244,2020-01-31,436,9,29
"442","China",33.882,113.614,2020-01-31,352,9,29
"443","China",29.1832,120.0934,2020-01-31,538,9,29
"444","China",27.6104,111.7088,2020-01-31,332,9,29
"445","China",31.8257,117.2264,2020-01-31,237,9,29
"446","China",27.614,115.7221,2020-01-31,240,9,29
"447","China",36.3427,118.1498,2020-01-31,184,9,29
"448","China",32.9711,119.455,2020-01-31,168,9,29
"449","China",30.0572,107.874,2020-01-31,211,9,29
"450","China",30.6171,102.7103,2020-01-31,177,9,29
"451","China",47.862,127.7615,2020-01-31,59,9,29
"452","China",40.1824,116.4142,2020-01-31,139,9,29
"453","China",31.202,121.4491,2020-01-31,135,9,29
"454","China",39.549,116.1306,2020-01-31,82,9,29
"455","China",26.0789,117.9874,2020-01-31,120,9,29
"456","China",23.8298,108.7881,2020-01-31,87,9,29
"457","China",35.1917,108.8701,2020-01-31,87,9,29
"458","China",24.974,101.487,2020-01-31,83,9,29
"459","China",19.1959,109.7453,2020-01-31,52,9,29
"460","China",26.8154,106.8748,2020-01-31,29,9,29
"461","China",39.3054,117.323,2020-01-31,32,9,29
"462","China",37.5777,112.2922,2020-01-31,39,9,29
"463","China",37.8099,101.0583,2020-01-31,29,9,29
"464","China",22.3,114.2,2020-01-31,12,9,29
"465","China",41.2956,122.6085,2020-01-31,48,9,29
"466","China",43.6661,126.1923,2020-01-31,14,9,29
"467","China",41.1129,85.2401,2020-01-31,17,9,29
"468","China",44.0935,113.9448,2020-01-31,20,9,29
"469","China",37.2692,106.1655,2020-01-31,21,9,29
"470","Taiwan*",23.7,121,2020-01-31,10,9,134
"471","Vietnam",16,108,2020-01-31,2,8,147
"472","Russia",60,90,2020-01-31,2,0,115
"473","China",35.7452,95.9956,2020-01-31,8,9,29
"474","China",22.1667,113.55,2020-01-31,7,9,29
"475","China",31.6927,88.0924,2020-01-31,1,9,29
"476","US",37.3541,-121.9552,2020-01-31,1,9,144
"477","US",33.7879,-117.8531,2020-01-31,1,9,144
"478","US",33.2918,-112.4291,2020-01-31,1,9,144
"479","US",34.0522,-118.2437,2020-01-31,1,9,144
"480","US",47.6062,-122.3321,2020-01-31,1,9,144
"481","US",41.7377,-87.6976,2020-01-31,2,9,144
"482","United Kingdom",55.3781,-3.436,2020-01-31,2,0,142
"483","Thailand",15,101,2020-02-01,19,10,135
"484","Japan",36,138,2020-02-01,20,10,73
"485","Singapore",1.2833,103.8333,2020-02-01,16,9,124
"486","Nepal",28.1667,84.25,2020-02-01,1,7,97
"487","Malaysia",2.5,112.5,2020-02-01,8,7,86
"488","Canada",49.2827,-123.1207,2020-02-01,1,6,25
"489","Australia",-33.8688,151.2093,2020-02-01,4,6,9
"490","Australia",-37.8136,144.9631,2020-02-01,4,6,9
"491","Australia",-28.0167,153.4,2020-02-01,3,6,9
"492","Cambodia",11.55,104.9167,2020-02-01,1,5,23
"493","Sri Lanka",7,81,2020-02-01,1,5,129
"494","Germany",51,9,2020-02-01,8,5,53
"495","Finland",64,26,2020-02-01,1,3,49
"496","United Arab Emirates",24,54,2020-02-01,4,3,141
"497","Philippines",13,122,2020-02-01,1,2,109
"498","India",21,78,2020-02-01,1,2,65
"499","Italy",43,12,2020-02-01,2,1,71
"500","Sweden",63,16,2020-02-01,1,1,132
"501","Spain",40,-4,2020-02-01,1,0,128
"502","Australia",-34.9285,138.6007,2020-02-01,1,6,9
